380	0
381	0
382	0
383	0.00026153
384	0.0025984
385	0.0044994
386	0.0067492
387	0.0084843
388	0.011519
389	0.017317
390	0.021991
391	0.029708
392	0.039055
393	0.047269
394	0.056721
395	0.069348
396	0.081755
397	0.096988
398	0.11379
399	0.13083
400	0.14769
401	0.16101
402	0.17303
403	0.18149
404	0.18529
405	0.18448
406	0.18332
407	0.17629
408	0.16684
409	0.15749
410	0.14778
411	0.13722
412	0.1272
413	0.11898
414	0.10963
415	0.10141
416	0.094961
417	0.088037
418	0.082238
419	0.077565
420	0.072891
421	0.068417
422	0.065242
423	0.062618
424	0.060742
425	0.060742
426	0.060253
427	0.060742
428	0.060742
429	0.062537
430	0.064961
431	0.066313
432	0.06865
433	0.072112
434	0.074449
435	0.078206
436	0.08288
437	0.087084
438	0.089978
439	0.094651
440	0.099325
441	0.104
442	0.10755
443	0.1111
444	0.11577
445	0.12044
446	0.12399
447	0.12776
448	0.13222
449	0.13464
450	0.13931
451	0.14342
452	0.14529
453	0.14884
454	0.15268
455	0.15502
456	0.15736
457	0.15973
458	0.16316
459	0.16662
460	0.1703
461	0.17323
462	0.17548
463	0.17821
464	0.18168
465	0.18514
466	0.18673
467	0.18981
468	0.19327
469	0.19674
470	0.20129
471	0.20259
472	0.20614
473	0.20969
474	0.21292
475	0.21566
476	0.21872
477	0.22276
478	0.22564
479	0.2291
480	0.23172
481	0.2349
482	0.23836
483	0.24181
484	0.24423
485	0.24747
486	0.24972
487	0.2515
488	0.25618
489	0.26035
490	0.26215
491	0.26502
492	0.26736
493	0.27082
494	0.27428
495	0.27672
496	0.28008
497	0.28474
498	0.28925
499	0.29271
500	0.29505
501	0.29894
502	0.30197
503	0.30603
504	0.31071
505	0.31538
506	0.32006
507	0.32568
508	0.33053
509	0.33633
510	0.33988
511	0.34697
512	0.35398
513	0.36099
514	0.36601
515	0.37224
516	0.37804
517	0.38272
518	0.38852
519	0.39493
520	0.40219
521	0.40816
522	0.41397
523	0.42088
524	0.42556
525	0.43162
526	0.43751
527	0.44496
528	0.451
529	0.45567
530	0.4619
531	0.46615
532	0.47082
533	0.47437
534	0.48017
535	0.4837
536	0.48727
537	0.49194
538	0.49521
539	0.49791
540	0.50034
541	0.50222
542	0.50456
543	0.50761
544	0.50924
545	0.5127
546	0.51294
547	0.51519
548	0.51744
549	0.51744
550	0.51783
551	0.51969
552	0.52043
553	0.52352
554	0.52585
555	0.52868
556	0.5294
557	0.53174
558	0.5352
559	0.53754
560	0.53768
561	0.53999
562	0.54242
563	0.54597
564	0.54922
565	0.55307
566	0.55727
567	0.56073
568	0.5642
569	0.56839
570	0.57193
571	0.57661
572	0.58227
573	0.58708
574	0.594
575	0.59868
576	0.60335
577	0.60945
578	0.61573
579	0.62235
580	0.62936
581	0.63814
582	0.64489
583	0.65264
584	0.66056
585	0.66766
586	0.67588
587	0.68523
588	0.69345
589	0.7028
590	0.71133
591	0.72037
592	0.73084
593	0.74019
594	0.74841
595	0.75702
596	0.76628
597	0.77646
598	0.7858
599	0.79628
600	0.80562
601	0.81385
602	0.82296
603	0.83254
604	0.8427
605	0.85236
606	0.86058
607	0.86993
608	0.87853
609	0.88582
610	0.8946
611	0.90181
612	0.90994
613	0.91695
614	0.92494
615	0.93186
616	0.93879
617	0.94571
618	0.95201
619	0.95731
620	0.96198
621	0.96742
622	0.97245
623	0.97713
624	0.9818
625	0.98424
626	0.98882
627	0.99213
628	0.99213
629	0.99359
630	0.99634
631	0.99826
632	0.99888
633	0.99956
634	1
635	1
636	0.99888
637	0.99888
638	0.99888
639	0.99888
640	0.99775
641	0.99499
642	0.99144
643	0.98832
644	0.98547
645	0.98131
646	0.97499
647	0.97145
648	0.9679
649	0.96339
650	0.95855
651	0.95163
652	0.94583
653	0.94003
654	0.93284
655	0.9247
656	0.91882
657	0.91016
658	0.90081
659	0.89259
660	0.88549
661	0.87614
662	0.87001
663	0.85977
664	0.84811
665	0.83997
666	0.83184
667	0.82343
668	0.81408
669	0.80361
670	0.79426
671	0.78429
672	0.77261
673	0.76285
674	0.75262
675	0.74206
676	0.73255
677	0.72321
678	0.7115
679	0.69889
680	0.68729
681	0.6772
682	0.66589
683	0.65475
684	0.64427
685	0.63493
686	0.62365
687	0.61197
688	0.59916
689	0.5896
690	0.57919
691	0.56973
692	0.55937
693	0.5489
694	0.53692
695	0.52411
696	0.51411
697	0.50363
698	0.49389
699	0.48494
700	0.47469
701	0.46399
702	0.45357
703	0.44417
704	0.43483
705	0.42548
706	0.41613
707	0.40678
708	0.39791
709	0.38921
710	0.37922
711	0.37013
712	0.36199
713	0.35386
714	0.34585
715	0.33758
716	0.3294
717	0.32019
718	0.31227
719	0.30535
720	0.29803
721	0.29102
722	0.28401
723	0.27634
724	0.26812
725	0.26156
726	0.25463
727	0.24783
728	0.24195
729	0.23611
730	0.23144
731	0.22452
732	0.21728
733	0.21067
734	0.20487
735	0.20077
736	0.1944
737	0.18972
738	0.18505
739	0.18038
740	0.17357
741	0.16878
742	0.16523
743	0.15943
744	0.15588
745	0.15121
746	0.14695
747	0.14299
748	0.13719
749	0.13431
750	0.13009
751	0.12739
752	0.12299
753	0.11934
754	0.11589
755	0.11242
756	0.1088
757	0.10549
758	0.1017
759	0.098569
760	0.095726
761	0.093301
762	0.090433
763	0.088096
764	0.085489
765	0.08324
766	0.079961
767	0.076507
768	0.074241
769	0.073909
770	0.070613
771	0.067492
772	0.065242
773	0.062992
774	0.061265
775	0.059364
776	0.057717
777	0.056243
778	0.053993
779	0.051744
780	0.050619
